S.No,Contract No.,Reg. No.,Asset Id.,State,Location,Category,Brand,Model,Year,Start Price,Bidders Count,Sale Price,Yard Entry Date,Posted Date,Auction Start Date,Auction Start Time,Auction End Date,Auction End Time,Status
1330,RJJUSPTW00696,RJ10JH8950,AP/201028/0178,RAJASTHAN,CHURU,TWO WHEELER,HMSI,HONDA SHINE,2016,33000,1,34000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,19:02:00,SOLD OUT
1331,RJJUNTTW02143,RJ23MS7863,AP/201028/0177,RAJASTHAN,NIMKATHANA,TWO WHEELER,HMSI,HONDA SHINE,2019,33000,5,37500,30-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,21:40:00,SOLD OUT
1332,RJJUNTTW02279,RJ23NS1085,AP/201028/0176,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,LIVO (CBF110G),2020,30000,8,39000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:53:00,SOLD OUT
1333,RJJPJHTW00461,RJ18SL0498,AP/201028/0175,RAJASTHAN,UDAILPLURWATI,TWO WHEELER,HMSI,HONDA DREAM,2013,12000,3,21000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:56:00,SOLD OUT
1334,RJJUSKTW00802,RJ23SY2287,AP/201028/0174,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2016,30000,1,30000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:36:00,SOLD OUT
1335,RJJUSKTW03771,RJ23HS3822,AP/201028/0173,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2018,22000,1,22000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:58:00,SOLD OUT
1336,RJJUSKTW03887,RJ23JS1819,AP/201028/0172,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,38000,2,39000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:50:00,SOLD OUT
1337,RJJUSKTW04934,RJ18FS0369,AP/201028/0171,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,1,38000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:21:00,SOLD OUT
1338,RJJUSKTW05069,RJ23MS0344,AP/201028/0170,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,2,38500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:46:00,SOLD OUT
1339,RJJUSKTW05154,RJ23MS1348,AP/201028/0169,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,39500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:55:00,SOLD OUT
1340,RJJUSKTW05219,RJ23LS7219,AP/201028/0168,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,HONDA SHINE,2019,33000,5,37000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:32:00,SOLD OUT
1341,RJJUSKTW05547,RJ23MS3106,AP/201028/0167,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,3,39000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:48:00,SOLD OUT
1342,RJJUSKTW05565,RJ37SV5921,AP/201028/0166,RAJASTHAN,NAWACITY,TWO WHEELER,HMSI,HONDA SHINE,2019,33000,2,34000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:38:00,SOLD OUT
1343,RJJUSKTW05000,RJ23LS1878,AP/201028/0165,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,Dream CD 110 Drum,2019,28000,2,29000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:23:00,SOLD OUT
1344,RJJUSKTW05024,RJ23LS2637,AP/201028/0164,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,38000,6,45500,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:34:00,SOLD OUT
1345,RJJUSKTW05474,RJ23LS5579,AP/201028/0163,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,HONDA DIO,2019,30000,2,31500,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:54:00,SOLD OUT
1346,RJJUSKTW05673,RJ23MS7252,AP/201028/0162,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,38000,4,46000,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:28:00,SOLD OUT
1347,RJJUSKTW05785,RJ18GS4552,AP/201028/0161,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2020,35000,3,41000,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:26:00,SOLD OUT
1348,RJJUSKTW05791,RJ23MS8892,AP/201028/0160,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2020,35000,7,46500,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:24:00,SOLD OUT
1349,RJJUSKTW02716,RJ23FS3742,AP/201028/0159,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,35000,3,37000,18-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:22:00,SOLD OUT
1350,RJJUSKTW04038,RJ18DS4161,AP/201028/0158,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,40000,18-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:20:00,SOLD OUT
1351,RJJUSKTW05086,RJ23LS7283,AP/201028/0157,RAJASTHAN,NIMKATHANA,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,40000,3,44500,18-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:54:00,SOLD OUT
1352,RJJUSKTW05283,RJ23MS4075,AP/201028/0156,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,HONDA ACTIVA,2019,40000,3,42500,18-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:16:00,SOLD OUT
1353,RJJUSKTW05282,RJ23MS4061,AP/201028/0155,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,LIVO (CBF110G),2019,30000,2,30500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:54:00,SOLD OUT
1354,RJJUSKTW03664,RJ23HS5360,AP/201028/0154,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,LIVO (CBF110G),2018,18000,1,18000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:56:00,SOLD OUT
1355,RJJUSKTW03032,RJ23FS7713,AP/201028/0153,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,35000,2,38500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:10:00,SOLD OUT
1356,RJJUSKTW00477,RJ23SV4530,AP/201028/0152,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2015,18000,1,18500,01-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,18:55:00,SOLD OUT
1357,RJJUSKTW05697,RJ18GS1678,AP/201028/0151,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,40000,12-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:06:00,SOLD OUT
1358,RJJUSKTW03730,RJ23HS6194,AP/201028/0150,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,35000,3,39000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:04:00,SOLD OUT
1359,RJJUSKTW05621,RJ23MS6651,AP/201028/0149,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,LIVO (CBF110G),2019,30000,4,33000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:02:00,SOLD OUT
1360,RJJUSKTW05690,RJ23MS9133,AP/201028/0148,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,Honda CD110,2019,30000,2,30500,26-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,18:00:00,SOLD OUT
1361,RJJUSKTW04965,RJ23MS0059,AP/201028/0147,RAJASTHAN,SIKAR,TWO WHEELER,SUZUKI,ACCESS 125,2019,34000,3,43000,26-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:27:00,SOLD OUT
1362,RJJUSKTW00060,RJ18SM4109,AP/201028/0146,RAJASTHAN,NAWALGARH,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2013,12000,1,12000,10-07-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:30:00,SOLD OUT
1363,RJJUSKTW03444,RJ18CS5095,AP/201028/0145,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,35000,3,38500,10-07-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:54:00,SOLD OUT
1364,RJJUSKTW03997,RJ23JS6534,AP/201028/0144,RAJASTHAN,SIKAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,38000,10-07-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:52:00,SOLD OUT
1365,RJJUSKTW03908,RJ18DS2159,AP/201028/0143,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,30000,2,31500,10-07-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:50:00,SOLD OUT
1366,RJJUSKTW03516,RJ18CS8499,AP/201028/0142,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2018,30000,1,30500,06-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:28:00,SOLD OUT
1367,RJJUSJTW01652,RJ44SE8142,AP/201028/0141,RAJASTHAN,SUJANGARH,TWO WHEELER,HMSI,DREAM YUGA,2020,30000,2,31500,01-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:44:00,SOLD OUT
1368,RJJUCWTW00498,RJ18ST7528,AP/201028/0140,RAJASTHAN,JHUNJHUHNU,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2015,18000,2,18500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:42:00,SOLD OUT
1369,RJJPJPTW00680,RJ14AJ2276,AP/201028/0139,RAJASTHAN,JAIPUR,TWO WHEELER,HMSI,HONDA ACTIVA,2020,40000,5,49500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:40:00,SOLD OUT
1370,RJJPJPTW00574,RJ14LJ8173,AP/201028/0138,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2020,38000,5,50500,13-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:38:00,SOLD OUT
1371,RJJPJPTW00756,RJ14QJ2158,AP/201028/0137,RAJASTHAN,JAIPUR,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2020,28000,1,28500,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:36:00,SOLD OUT
1372,RJJPJPTW00616,RJ14NJ6988,AP/201028/0136,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2020,35000,4,41500,03-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:34:00,SOLD OUT
1373,RJJPTNTW02002,RJ14VH3235,AP/201028/0135,RAJASTHAN,AMER,TWO WHEELER,HMSI,HONDA ACTIVA 4G,2018,40000,2,42000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:32:00,SOLD OUT
1374,RJJPTNTW04146,RJ14JK4087,AP/201028/0134,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,38000,3,40500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:30:00,SOLD OUT
1375,RJJPTNTW08746,RJ14AJ7915,AP/201028/0133,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,4,40500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:28:00,SOLD OUT
1376,RJJPTNTW09037,RJ14AJ5437,AP/201028/0132,RAJASTHAN,JAIPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2020,40000,4,47000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:26:00,SOLD OUT
1377,RJJPTNTW09025,RJ14KJ8125,AP/201028/0131,RAJASTHAN,AMER,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2020,38000,5,44000,01-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:24:00,SOLD OUT
1378,RJJPTNTW08649,RJ14KJ8126,AP/201028/0130,RAJASTHAN,GANGANAGAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41000,3,43500,27-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,20:08:00,SOLD OUT
1379,RJJPTNTW09265,RJ14QJ8639,AP/201028/0129,RAJASTHAN,AMER,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2020,35000,5,41500,17-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:20:00,SOLD OUT
1380,RJJPTNTW03642,RJ14JF2105,AP/201028/0128,RAJASTHAN,JAIPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,40000,1,40500,17-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:18:00,SOLD OUT
1381,RJJPTNTW08658,RJ14LJ1402,AP/201028/0127,RAJASTHAN,JAIPUR,TWO WHEELER,HMSI,HONDA GRAZIA,2019,30000,1,31000,13-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:16:00,SOLD OUT
1382,RJJPCMTW00447,RJ41SC2480,AP/201028/0126,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2015,20000,1,20500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,18:56:00,SOLD OUT
1383,RJUDUDTW02993,RJ27BR5350,AP/201028/0125,RAJASTHAN,UDAIPUR,TWO WHEELER,HMSI,HONDA SHINE SP,2019,33000,5,42000,24-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:12:00,SOLD OUT
1384,RJUDUDTW03547,RJ27BW2343,AP/201028/0124,RAJASTHAN,UDAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,38000,4,50000,25-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:10:00,SOLD OUT
1385,RJUDUDTW03664,RJ27BW2344,AP/201028/0123,RAJASTHAN,UDAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,38000,3,47500,25-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:08:00,SOLD OUT
1386,RJUDUDTW02821,RJ27BQ4475,AP/201028/0122,RAJASTHAN,UDAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,38000,2,42500,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:06:00,SOLD OUT
1387,RJUDUDTW03467,RJ27BW0348,AP/201028/0121,RAJASTHAN,UDAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,38000,3,49000,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:04:00,SOLD OUT
1388,RJUDUDTW02982,RJ27BR7435,AP/201028/0120,RAJASTHAN,UDAIPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,40000,4,50500,02-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:02:00,SOLD OUT
1389,RJUDUDTW03100,RJ27BT3922,AP/201028/0119,RAJASTHAN,UDAIPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,40000,3,47000,02-09-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,17:00:00,SOLD OUT
1390,RJJUNTTW02220,RJ23NS1362,AP/201028/0118,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,DREAM YUGA,2020,30000,2,30500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:58:00,SOLD OUT
1391,RJJUNTTW02243,RJ23NS1233,AP/201028/0117,RAJASTHAN,SRIMADHOPUR,TWO WHEELER,HMSI,HONDA ACTIVA,2020,45000,1,46000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:36:00,SOLD OUT
1392,RJJPTNTW04832,RJ14JG6249,AP/201028/0116,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45000,1,47000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:34:00,SOLD OUT
1393,RJJPCMTW00891,RJ41SE9896,AP/201028/0115,RAJASTHAN,JAIPUR,TWO WHEELER,HMSI,HONDA SHINE,2018,24000,2,26000,21-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:34:00,POSTED FOR SALE
1394,RJJPCMTW00835,RJ41SE7818,AP/201028/0114,RAJASTHAN,JAIPUR,TWO WHEELER,TVS MOTORS,TVS STAR CITY,2018,16000,4,20000,03-09-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,19:12:00,SOLD OUT
1395,RJJPSHTW02859,RJ52SD1327,AP/201028/0113,RAJASTHAN,JAIPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,33000,1,34000,27-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,19:06:00,SOLD OUT
1396,RJJPSHTW01507,RJ23SW4796,AP/201028/0112,RAJASTHAN,SIKAR,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2015,11000,2,11500,29-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,21:02:00,SOLD OUT
1397,RJJUJHTW00934,RJ18SN8621,AP/201028/0111,RAJASTHAN,JHUNJHUNU,TWO WHEELER,HMSI,HONDA SHINE,2014,8000,2,8500,21-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:17:00,POSTED FOR SALE
1398,RJJUJHTW04825,RJ18GS9593,AP/201028/0110,RAJASTHAN,JHUNJHUNU,TWO WHEELER,HMSI,HONDA SHINE SP,2020,38500,4,45000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,05-12-2020,13:33:00,SOLD OUT
1399,RJJUJHTW04551,RJ18CS1448,AP/201028/0109,RAJASTHAN,CHIRAWA,TWO WHEELER,HMSI,HONDA ACTIVA I,2018,22000,2,22500,27-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,18:50:00,SOLD OUT
1400,RJJUJHTW04814,RJ18GS5255,AP/201028/0108,RAJASTHAN,NAWALGARH,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2020,38000,3,39500,18-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:21:00,POSTED FOR SALE
1401,RJJUJHTW04577,RJ18CS6550,AP/201028/0107,RAJASTHAN,CHIRAWA,TWO WHEELER,HMSI,HONDA DREAM,2018,23000,4,25500,14-08-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:20:00,POSTED FOR SALE
1402,RJJUJHTW04779,RJ18GS2447,AP/201028/0106,RAJASTHAN,JHUNJHUNU,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,44500,1,45000,03-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:34:00,SOLD OUT
1403,RJJUSKTW05453,RJ18FS6949,AP/201028/0105,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,45000,1,46000,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:32:00,SOLD OUT
1404,RJJUSKTW05935,RJ23NS3275,AP/201028/0104,RAJASTHAN,FATEHPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,1,38000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:30:00,SOLD OUT
1405,RJJUSKTW05398,RJ18FS1305,AP/201028/0103,RAJASTHAN,NAWALGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,1,35000,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:28:00,SOLD OUT
1406,RJJUSKTW05347,RJ23MS3964,AP/201028/0102,RAJASTHAN,SIKAR,TWO WHEELER,TVS MOTORS,JUPITER CLASSIC,2019,41000,1,43500,21-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:26:00,SOLD OUT
1407,RJJUSKTW05589,RJ18FS8306,AP/201028/0101,RAJASTHAN,NAWALGARH,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2019,26000,1,26000,21-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,18:38:00,SOLD OUT
1408,RJJUSKTW05009,RJ23LS9852,AP/201028/0100,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,39000,4,41500,27-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,18:44:00,SOLD OUT
1409,RJJUSKTW05618,RJ23LS7681,AP/201028/0099,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,DREAM YUGA,2019,27000,2,28000,27-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,18:42:00,SOLD OUT
1410,RJJUSKTW05961,RJ23NS3061,AP/201028/0098,RAJASTHAN,SIKAR,TWO WHEELER,HMSI,Honda CD110,2020,30000,1,30000,13-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:18:00,SOLD OUT
1411,RJJUSKTW04953,RJ18FS0215,AP/201028/0097,RAJASTHAN,NAWALGARH,TWO WHEELER,TVS MOTORS,TVS RADEON,2019,18000,4,23510,04-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,18:36:00,SOLD OUT
1412,RJJUSKTW05599,RJ18FS8929,AP/201028/0096,RAJASTHAN,MUKUNDGARH,TWO WHEELER,HERO MOTOR CORP,HERO PASSION X PRO,2019,22000,1,22500,04-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,18:59:00,SOLD OUT
1413,RJJUSKTW03945,RJ18DS1986,AP/201028/0095,RAJASTHAN,NAWALGARH,TWO WHEELER,HMSI,HONDA SHINE,2019,30500,2,30500,04-08-2020,28-10-2020 00:00:00,22-11-2020,08:00:00,24-11-2020,18:40:00,SOLD OUT
1414,RJJUCWTW02114,RJ18GS5623,AP/201028/0094,RAJASTHAN,BUHAANA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2020,45000,1,45000,27-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:10:00,SOLD OUT
1415,RJJUCWTW02118,RJ18GS8095,AP/201028/0093,RAJASTHAN,CHIRAWA,TWO WHEELER,HMSI,DREAM YUGA,2020,33000,1,33000,18-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,16:54:00,SOLD OUT
1416,RJJUCWTW01860,RJ18FS1646,AP/201028/0092,RAJASTHAN,KHETRI,TWO WHEELER,HMSI,LIVO (CBF110G),2019,28000,3,32100,03-09-2020,28-10-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:28:00,POSTED FOR SALE
1417,RJJUCWTW01622,RJ18CS7848,AP/201028/0091,RAJASTHAN,KHETRI,TWO WHEELER,HMSI,Honda CD110,2018,24000,2,25000,24-08-2020,18-11-2020 00:00:00,19-12-2020,08:00:00,23-12-2020,16:18:00,SOLD OUT
1418,RJJPALTW00105,RJ02BS0982,AP/201028/0090,RAJASTHAN,ALWAR,TWO WHEELER,HERO MOTOR CORP,CD DELUXE,2013,11000,1,11500,19-06-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:01:00,SOLD OUT
1419,RJUDBNTW00193,RJ03CS3069,AP/201028/0089,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,45000,2,47500,26-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,16:00:00,SOLD OUT
1420,RJUDBNTW00278,RJ03CS1099,AP/201028/0088,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,45000,2,46000,23-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:58:00,SOLD OUT
1421,RJUDBNTW00335,RJ03CS6718,AP/201028/0087,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,3,47500,24-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:56:00,SOLD OUT
1422,RJUDBNTW01064,RJ03HS2232,AP/201028/0086,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,TVS RADEON,2020,28000,2,40000,19-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:54:00,SOLD OUT
1423,RJUDBNTW01097,RJ03HS2226,AP/201028/0085,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO PASSION X PRO,2020,26000,1,26500,20-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,01-11-2020,19:04:00,SOLD OUT
1424,RJUDBNTW01158,RJ03DS6197,AP/201028/0084,RAJASTHAN,BANSWARA,TWO WHEELER,TVS MOTORS,APACHE 180 RTR,2020,50000,2,68500,20-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:50:00,SOLD OUT
1425,RJUDBNTW00776,RJ03DS7090,AP/201028/0083,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2019,38000,1,38500,16-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:48:00,SOLD OUT
1426,RJUDBNTW00355,RJ03CS7064,AP/201028/0082,RAJASTHAN,BANSWARA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,3,47500,15-08-2020,28-10-2020 00:00:00,29-10-2020,08:00:00,31-10-2020,15:46:00,SOLD OUT
