S.No,Contract No.,Reg. No.,Asset Id.,State,Location,Category,Brand,Model,Year,Start Price,Bidders Count,Sale Price,Yard Entry Date,Posted Date,Auction Start Date,Auction Start Time,Auction End Date,Auction End Time,Status
805,ORJEBPTW00630,OD08H0831,AP/201111/0025,ORISSA,BHAWANIPATNA,TWO WHEELER,TVS MOTORS,APACHE 160 RTR,2018,25500,2,25800,30-07-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,11-01-2021,18:23:00,SOLD OUT
806,ORJEBPTW01001,OD08J7980,AP/201111/0024,ORISSA,LANJIGARH,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2018,10000,1,11000,15-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,15-11-2020,20:24:00,SOLD OUT
807,ORJEBPTW01193,OD08K3813,AP/201111/0023,ORISSA,KARLAMUNDA,TWO WHEELER,HERO MOTOR CORP,CD DAWN,2018,15000,1,16000,03-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,27-11-2020,15:15:00,SOLD OUT
808,ORAXANTW06363,OD06F4708,AP/201224/0075,ORISSA,DHENKANAL,TWO WHEELER,HMSI,HONDA SHINE,2018,31300,0,0,01-11-2020,24-12-2020 14:51:22,24-12-2020,00:00:00,19-01-2021,14:28:00,POSTED FOR SALE
809,ORAXANTW07411,OD19N0796,AP/201224/0074,ORISSA,ANGUL,TWO WHEELER,HMSI,HONDA  X BLADE,2018,37000,1,37500,01-10-2020,24-12-2020 14:50:23,24-12-2020,00:00:00,04-01-2021,15:09:00,SOLD OUT
810,ORAXANTW09870,OD06H5755,AP/201224/0073,ORISSA,DHENKANAL,TWO WHEELER,HMSI,HONDA AVIATOR,2019,32500,5,37259,01-10-2020,24-12-2020 14:48:51,24-12-2020,00:00:00,28-12-2020,15:04:00,SOLD OUT
811,ORAXANTW11028,OD06J2546,AP/201224/0072,ORISSA,ANGUL,TWO WHEELER,HMSI,HONDA NAVI,2020,20000,0,0,15-11-2020,24-12-2020 14:47:43,19-12-2020,00:00:00,19-01-2021,14:16:00,POSTED FOR SALE
812,ORBABATW00600,OD01J4518,AP/201224/0071,ORISSA,SORO,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2015,15500,4,19250,15-10-2020,24-12-2020 14:45:56,24-12-2020,00:00:00,28-12-2020,14:56:00,SOLD OUT
813,ORBABATW00654,OD01J6791,AP/201224/0070,ORISSA,BALASORE,TWO WHEELER,SUZUKI,HAYATE,2015,14000,1,14000,10-11-2020,24-12-2020 14:44:26,24-12-2020,00:00:00,04-01-2021,14:48:00,BID CONFIRMED
814,ORAXANTW06180,OD06F3942,AP/201224/0076,ORISSA,HINDOL,TWO WHEELER,HMSI,HONDA SHINE,2018,10000,1,12150,01-11-2020,24-12-2020 14:52:20,24-12-2020,00:00:00,19-01-2021,15:22:00,POSTED FOR SALE
815,ORBUBTTW03289,OD02AA8598,AP/201224/0056,ORISSA,BHUBANESWAR,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2015,24450,0,0,01-11-2020,24-12-2020 12:20:45,24-12-2020,00:00:00,19-01-2021,11:51:00,POSTED FOR SALE
816,ORBUBTTW07822,OD02AY7108,AP/201224/0055,ORISSA,PIPILI,TWO WHEELER,TVS MOTORS,APACHE 160 RTR,2018,39920,3,43000,01-11-2020,24-12-2020 12:19:15,24-12-2020,00:00:00,28-12-2020,14:40:00,SOLD OUT
817,ORBUBTTW06551,OD33S5734,AP/201224/0054,ORISSA,CUTTACK,TWO WHEELER,HERO MOTOR CORP,PLEASURE,2018,27500,1,27500,01-11-2020,24-12-2020 12:17:49,24-12-2020,00:00:00,07-01-2021,11:52:00,SOLD OUT
818,ORBUBTTW06478,OD02AH1517,AP/201224/0053,ORISSA,KHURDA,TWO WHEELER,TVS MOTORS,APACHE 180,2018,50000,1,52000,01-11-2020,24-12-2020 12:16:45,24-12-2020,00:00:00,28-12-2020,14:36:00,SOLD OUT
819,ORBUBTTW07684,OD33T7274,AP/201224/0052,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,38000,1,38700,01-11-2020,24-12-2020 12:15:36,24-12-2020,00:00:00,19-01-2021,14:36:00,POSTED FOR SALE
820,ORBUBTTW05516,OD33P4092,AP/201224/0051,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA ACTIVA 125,2017,32900,3,36000,01-11-2020,24-12-2020 12:13:42,24-12-2020,00:00:00,28-12-2020,14:36:00,SOLD OUT
821,ORBUBTTW06323,OD02AS9754,AP/201224/0050,ORISSA,BHUBANESWAR,TWO WHEELER,TVS MOTORS,TVS SCOOTY PEP PLUS,2018,18000,1,18000,01-10-2020,24-12-2020 12:10:29,24-12-2020,00:00:00,31-12-2020,14:32:00,SOLD OUT
822,ORBUBTTW05981,OD33R1704,AP/201224/0049,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA ACTIVA 4G,2018,34600,1,35000,01-10-2020,24-12-2020 12:09:16,24-12-2020,00:00:00,31-12-2020,14:28:00,SOLD OUT
823,ORBUBTTW08001,OD33U0585,AP/201224/0048,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA ACTIVA,2018,40786,1,40786,01-10-2020,24-12-2020 12:07:23,24-12-2020,00:00:00,13-01-2021,14:25:00,SOLD OUT
824,ORBUBTTW07122,OD33T7823,AP/201224/0047,ORISSA,BHUBANESWAR,TWO WHEELER,TVS MOTORS,APACHE 180 RTR,2018,48500,0,0,16-09-2020,24-12-2020 12:06:03,24-12-2020,00:00:00,19-01-2021,14:24:00,POSTED FOR SALE
825,ORBUBTTW06391,OD02AT7393,AP/201224/0046,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA DIO,2018,30000,1,30500,01-10-2020,24-12-2020 12:04:27,24-12-2020,00:00:00,31-12-2020,14:20:00,SOLD OUT
826,ORBUBTTW01975,OD02Y0451,AP/201224/0045,ORISSA,NIALI,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2015,24000,0,0,15-10-2020,24-12-2020 12:03:10,24-12-2020,00:00:00,19-01-2021,11:52:00,POSTED FOR SALE
827,ORBUBTTW07915,OD33T8817,AP/201224/0044,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA ACTIVA,2018,35500,4,37550,14-10-2020,24-12-2020 12:02:12,24-12-2020,00:00:00,28-12-2020,14:12:00,SOLD OUT
828,ORBUBTTW04478,OD02AF3745,AP/201224/0043,ORISSA,BOLAGARH,TWO WHEELER,HMSI,HONDA ACTIVA 3G,2017,24800,2,27800,14-10-2020,24-12-2020 12:00:45,24-12-2020,00:00:00,28-12-2020,14:08:00,SOLD OUT
829,ORBUBTTW05523,OD33Q6833,AP/201224/0042,ORISSA,BHUBANESWAR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2017,27500,1,28000,14-10-2020,24-12-2020 11:59:47,24-12-2020,00:00:00,28-12-2020,14:04:00,SOLD OUT
830,ORBUBTTW07395,OD02AX3995,AP/201224/0041,ORISSA,BHUBANESWAR,TWO WHEELER,HMSI,HONDA DIO,2018,28500,3,30500,06-10-2020,24-12-2020 11:58:28,24-12-2020,00:00:00,28-12-2020,14:00:00,SOLD OUT
831,ORSMBITW00242,OD08E4483,AP/201224/0040,ORISSA,KESINGA,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2016,16050,2,17050,01-11-2020,24-12-2020 11:56:43,24-12-2020,00:00:00,04-01-2021,13:56:00,SOLD OUT
832,ORCUJTTW00796,OD04F3144,AP/201224/0038,ORISSA,DHAMNAGAR,TWO WHEELER,HMSI,HONDA SHINE,2015,13500,1,13600,07-10-2020,24-12-2020 11:53:41,24-12-2020,00:00:00,04-01-2021,13:48:00,POSTED FOR SALE
833,ORCUJTTW02044,OD348617,AP/201224/0036,ORISSA,BINJHARPUR,TWO WHEELER,HMSI,HONDA SHINE,2015,19000,2,19000,24-09-2020,24-12-2020 11:50:20,24-12-2020,00:00:00,04-01-2021,13:40:00,SOLD OUT
834,ORCUJTTW02098,OD04H0823,AP/201224/0035,ORISSA,DHARMASALA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2015,20800,2,22300,14-10-2020,24-12-2020 11:49:02,24-12-2020,00:00:00,28-12-2020,13:36:00,BID CONFIRMED
835,ORCUJTTW02645,OD34B2076,AP/201224/0034,ORISSA,BINJHARPUR,TWO WHEELER,HMSI,HONDA ACTIVA 3G,2016,23000,2,24200,14-10-2020,24-12-2020 11:48:00,24-12-2020,00:00:00,28-12-2020,13:32:00,SOLD OUT
836,ORCUJTTW02919,OD34B4342,AP/201224/0033,ORISSA,JAJPUR,TWO WHEELER,HMSI,HONDA UNICORN,2016,28530,0,0,01-10-2020,24-12-2020 11:47:05,24-12-2020,00:00:00,19-01-2021,13:08:00,POSTED FOR SALE
837,ORCUJTTW00461,OD04E3524,AP/201224/0032,ORISSA,JAJPUR ROAD,TWO WHEELER,HMSI,HONDA SHINE,2014,12600,1,13600,11-11-2020,24-12-2020 11:45:59,24-12-2020,00:00:00,31-12-2020,13:24:00,SOLD OUT
838,ORCUJTTW00897,OD04F5896,AP/201224/0030,ORISSA,BINJHARPUR,TWO WHEELER,HMSI,HONDA UNICORN,2015,24500,1,25000,01-10-2020,24-12-2020 11:40:52,24-12-2020,00:00:00,28-12-2020,13:16:00,SOLD OUT
839,ORCUJTTW03003,OD00XX0000,AP/201224/0028,ORISSA,BINJHARPUR,TWO WHEELER,BAJAJ AUTO LTD,PULSER 220CC (SF),2016,22350,1,31000,15-10-2020,24-12-2020 11:36:46,24-12-2020,00:00:00,19-01-2021,13:08:00,POSTED FOR SALE
840,ORCUJTTW02249,OD05S4048,AP/201224/0026,ORISSA,CUTTACK,TWO WHEELER,BAJAJ AUTO LTD,BAJAJ PULSER 220CC,2016,31050,0,0,01-11-2020,24-12-2020 11:33:50,24-12-2020,00:00:00,19-01-2021,13:07:00,POSTED FOR SALE
841,ORCUJTTW00316,OD04E1408,AP/201224/0025,ORISSA,BINJHARPUR,TWO WHEELER,HMSI,HONDA ACTIVA,2014,14950,2,16650,16-09-2020,24-12-2020 11:32:13,24-12-2020,00:00:00,19-01-2021,13:36:00,POSTED FOR SALE
842,ORCUJTTW00340,OD04E3037,AP/201224/0023,ORISSA,JAJPUR,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2014,17100,2,19000,16-09-2020,24-12-2020 11:29:15,24-12-2020,00:00:00,28-12-2020,16:28:00,BID CONFIRMED
843,ORCUCTTW02923,OD05AA1395,AP/201224/0020,ORISSA,CUTTACK,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2017,31000,2,32200,14-10-2020,24-12-2020 11:24:40,24-12-2020,00:00:00,28-12-2020,16:16:00,SOLD OUT
844,ORCUCTTW04928,OD05AL0648,AP/201224/0019,ORISSA,CUTTACK,TWO WHEELER,HMSI,HONDA SHINE,2018,32600,1,33000,01-10-2020,24-12-2020 11:23:23,24-12-2020,00:00:00,31-12-2020,16:12:00,SOLD OUT
845,ORCUCTTW05592,OD05AR0530,AP/201224/0018,ORISSA,JAGATPUR,TWO WHEELER,HMSI,HONDA DIO,2019,35025,1,35525,15-10-2020,24-12-2020 11:22:09,24-12-2020,00:00:00,31-12-2020,16:08:00,BID CONFIRMED
846,ORCUCTTW04050,OD05AH2994,AP/201224/0017,ORISSA,CUTTACK,TWO WHEELER,YAMAHA,RAY,2018,29400,1,29900,21-10-2020,24-12-2020 11:20:12,24-12-2020,00:00:00,31-12-2020,16:04:00,BID CONFIRMED
847,ORCUCTTW01860,OD05R3547,AP/201224/0016,ORISSA,CUTTACK,TWO WHEELER,YAMAHA,FUSION,2015,20500,3,20500,22-10-2020,24-12-2020 11:19:00,24-12-2020,00:00:00,04-01-2021,16:00:00,SOLD OUT
848,ORCUCTTW00036,OD05J6862,AP/201224/0015,ORISSA,CUTTACK,TWO WHEELER,HMSI,HONDA ACTIVA,2014,20250,2,23000,18-11-2020,24-12-2020 11:16:52,24-12-2020,00:00:00,28-12-2020,15:57:00,SOLD OUT
849,ORCUCTTW04468,OD05AK0922,AP/201224/0014,ORISSA,CUTTACK,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,35500,2,37500,02-11-2020,24-12-2020 11:14:31,24-12-2020,00:00:00,28-12-2020,15:54:00,SOLD OUT
850,ORCUCTTW05366,OD05AP7267,AP/201224/0013,ORISSA,TANGI CHOUDWAR,TWO WHEELER,YAMAHA,FZ S,2019,49050,1,49550,29-10-2020,24-12-2020 11:12:47,24-12-2020,00:00:00,31-12-2020,15:50:00,BID CONFIRMED
851,ORCUCTTW05994,OD05AS3078,AP/201224/0012,ORISSA,ATHAGARH,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,30150,3,35000,21-03-2020,24-12-2020 11:10:23,24-12-2020,00:00:00,28-12-2020,15:47:00,SOLD OUT
852,ORBABDTW06320,OD11S8148,AP/201224/0011,ORISSA,BARIPADA,TWO WHEELER,HERO MOTOR CORP,Super Splander,2019,36500,1,37000,19-11-2020,24-12-2020 11:07:44,24-12-2020,00:00:00,28-12-2020,15:44:00,BID CONFIRMED
853,ORBABDTW07395,OD11U5927,AP/201224/0010,ORISSA,BARIPADA,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2020,38876,1,39000,18-11-2020,24-12-2020 11:05:43,24-12-2020,00:00:00,28-12-2020,15:40:00,BID CONFIRMED
854,ORBABDTW03796,OD11P4395,AP/201224/0009,ORISSA,BARIPADA,TWO WHEELER,HMSI,HONDA SHINE,2018,33200,2,37600,16-11-2020,24-12-2020 11:04:17,24-12-2020,00:00:00,28-12-2020,15:37:00,BID CONFIRMED
855,ORBABDTW04758,OD11Q8871,AP/201224/0008,ORISSA,BARIPADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 LX,2018,28000,1,28000,17-11-2020,24-12-2020 11:02:47,24-12-2020,00:00:00,04-01-2021,15:33:00,BID CONFIRMED
856,ORBABDTW05554,OD11R8003,AP/201224/0007,ORISSA,BARIPADA,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,39600,3,39600,18-11-2020,24-12-2020 11:01:15,24-12-2020,00:00:00,04-01-2021,15:29:00,SOLD OUT
857,ORBABDTW04222,OD11Q0862,AP/201224/0006,ORISSA,BARIPADA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,29000,2,30500,24-11-2020,24-12-2020 11:00:04,24-12-2020,00:00:00,28-12-2020,15:25:00,BID CONFIRMED
858,ORBABDTW06837,OD11U2146,AP/201224/0005,ORISSA,BARIPADA,TWO WHEELER,HMSI,HONDA SHINE,2019,44000,1,44000,27-10-2020,24-12-2020 10:15:38,24-12-2020,00:00:00,11-01-2021,18:36:00,POSTED FOR SALE
859,ORBABDTW07085,OD11U3865,AP/201224/0004,ORISSA,BETNOTI,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 VX,2020,40100,1,40500,25-11-2020,24-12-2020 10:12:53,24-12-2020,00:00:00,28-12-2020,15:27:00,SOLD OUT
860,ORBABATW03562,OD01T8257,AP/201224/0003,ORISSA,BALASORE,TWO WHEELER,HMSI,HONDA ACTIVA,2017,22500,2,23000,18-11-2020,24-12-2020 10:09:58,24-12-2020,00:00:00,09-01-2021,15:24:00,POSTED FOR SALE
861,ORBABATW02516,OD01Q7572,AP/201224/0001,ORISSA,BASTA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2017,28000,0,0,15-09-2020,24-12-2020 10:05:46,24-12-2020,00:00:00,19-01-2021,14:30:00,POSTED FOR SALE
862,ORBABATW05161,OD01X4166,AP/201223/0042,ORISSA,NILIGIRI,TWO WHEELER,HMSI,HONDA DREAM,2018,28600,0,0,22-09-2020,23-12-2020 20:57:36,22-12-2020,00:00:00,19-01-2021,14:39:00,POSTED FOR SALE
863,ORCUKNTW02399,OD29F2749,AP/201223/0040,ORISSA,KENDRAPARA,TWO WHEELER,TVS MOTORS,APACHE RTR 200,2018,49000,2,58000,11-11-2020,23-12-2020 20:55:03,22-12-2020,00:00:00,28-12-2020,15:08:00,SOLD OUT
864,ORCUKNTW01627,OD29E6479,AP/201223/0038,ORISSA,KENDRAPARA,TWO WHEELER,TVS MOTORS,TVS Jupiter,2018,32500,2,33500,01-09-2020,23-12-2020 20:52:40,22-12-2020,00:00:00,28-12-2020,15:00:00,SOLD OUT
865,ORCUKNTW02867,OD29F5996,AP/201223/0036,ORISSA,PATTAMUNDAI,TWO WHEELER,TVS MOTORS,APACHE 160 RTR,2018,39000,3,40500,01-09-2020,23-12-2020 20:50:13,22-12-2020,00:00:00,28-12-2020,14:54:00,SOLD OUT
866,ORBUNGTW01218,OD25D2731,AP/201223/0034,ORISSA,BANPUR,TWO WHEELER,TVS MOTORS,TVS XL SUPER HD,2016,13500,1,14000,08-10-2020,23-12-2020 20:29:20,22-12-2020,00:00:00,31-12-2020,14:47:00,SOLD OUT
867,ORBUNGTW00427,OD25C3300,AP/201223/0033,ORISSA,NAYAGARH,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2015,24500,1,25000,01-11-2020,23-12-2020 20:24:06,22-12-2020,00:00:00,28-12-2020,14:43:00,SOLD OUT
868,ORBUNGTW01418,OD33K0189,AP/201223/0032,ORISSA,BANPUR,TWO WHEELER,HMSI,HONDA HORNET 160,2016,26500,5,29500,01-11-2020,23-12-2020 20:22:17,22-12-2020,00:00:00,28-12-2020,14:43:00,SOLD OUT
869,ORBEBMTW07898,OD07AE1530,AP/201223/0031,ORISSA,KHALLIKOTE,TWO WHEELER,HMSI,HONDA SHINE,2019,38000,1,38500,14-10-2020,23-12-2020 20:17:49,22-12-2020,00:00:00,28-12-2020,14:39:00,SOLD OUT
870,ORBEBMTW07148,OD32E6642,AP/201223/0030,ORISSA,DARINGBADI,TWO WHEELER,TVS MOTORS,TVS XL 100 HEAVY DUTY,2019,17000,1,17500,01-10-2020,23-12-2020 20:16:19,22-12-2020,00:00:00,31-12-2020,14:35:00,SOLD OUT
871,ORSMRKTW02252,OD16E4349,AP/201223/0029,ORISSA,SUBDEGA,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,31000,3,35210,15-10-2020,23-12-2020 20:14:02,22-12-2020,00:00:00,28-12-2020,14:31:00,SOLD OUT
872,ORBABJTW07623,OD22Q8075,AP/201223/0027,ORISSA,RAJNAGAR,TWO WHEELER,ROYAL ENFIELD,CLASSIC 350,2019,94000,2,100100,04-11-2020,23-12-2020 20:11:28,22-12-2020,00:00:00,12-01-2021,14:27:00,SOLD OUT
873,ORBABJTW07735,OD22R2193,AP/201223/0026,ORISSA,DHAMANAGAR,TWO WHEELER,HERO MOTOR CORP,PLEASURE,2019,31500,1,32300,04-11-2020,23-12-2020 20:10:07,22-12-2020,00:00:00,28-12-2020,14:24:00,SOLD OUT
874,ORBABJTW01975,OD22E6724,AP/201223/0025,ORISSA,CHANDBALI,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2016,19500,1,22000,03-11-2020,23-12-2020 20:08:24,22-12-2020,00:00:00,28-12-2020,14:20:00,SOLD OUT
875,ORBABJTW06456,OD22L9698,AP/201223/0024,ORISSA,TIHIDI,TWO WHEELER,HMSI,HONDA SHINE DISC,2018,32000,1,32000,03-11-2020,23-12-2020 20:06:43,22-12-2020,00:00:00,13-01-2021,14:16:00,BID CONFIRMED
876,ORBABJTW07871,OD22R6106,AP/201223/0023,ORISSA,TIHIDI,TWO WHEELER,ROYAL ENFIELD,CLASSIC 350,2020,118000,6,122500,11-09-2020,23-12-2020 20:04:26,22-12-2020,00:00:00,04-01-2021,14:12:00,SOLD OUT
877,ORBABJTW07142,OD22N9978,AP/201223/0022,ORISSA,SIMULIA,TWO WHEELER,HMSI,HONDA SHINE,2019,33600,0,0,01-10-2020,23-12-2020 20:02:55,22-12-2020,00:00:00,19-01-2021,13:23:00,POSTED FOR SALE
878,ORBABJTW07334,OD22P8257,AP/201223/0021,ORISSA,BHADRAK,TWO WHEELER,HMSI,HONDA AVIATOR,2019,36000,1,36500,01-10-2020,23-12-2020 20:01:15,22-12-2020,00:00:00,26-12-2020,14:04:00,SOLD OUT
879,ORBAKETW00983,OD09L8681,AP/201223/0020,ORISSA,ANANDAPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,32640,2,33640,13-02-2020,23-12-2020 19:59:08,22-12-2020,00:00:00,26-12-2020,14:00:00,SOLD OUT
880,ORBABDTW02501,OD11L3808,AP/201111/0073,ORISSA,BETNOTI,TWO WHEELER,HMSI,HONDA ACTIVA 4G,2017,25200,3,28500,29-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,15-11-2020,20:01:00,SOLD OUT
881,ORBABDTW07228,OD11U5598,AP/201111/0072,ORISSA,R.G. PUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2020,35000,7,42000,29-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,15-11-2020,20:02:00,SOLD OUT
882,ORBABDTW07269,OD11U4788,AP/201111/0071,ORISSA,BARIPADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 LX,2019,31100,2,33000,29-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,08-12-2020,13:30:00,SOLD OUT
883,ORBABDTW07382,OD11U6622,AP/201111/0044,ORISSA,BARIPADA,TWO WHEELER,HMSI,HONDA SHINE SP,2020,40000,1,40500,29-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,10-12-2020,12:26:00,SOLD OUT
884,ORBAJATW00478,OD11J3608,AP/201111/0043,ORISSA,KARANJIA,TWO WHEELER,HERO MOTOR CORP,Super Splander,2018,30000,2,30000,29-09-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,26-11-2020,18:34:00,SOLD OUT
885,ORBEBMTW06058,OD07Z9974,AP/201111/0042,ORISSA,DIGAPAHANDI,TWO WHEELER,YAMAHA,YAHAMA SCOOTER - FASINO,2018,22500,3,23000,12-08-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,04-01-2021,15:31:00,SOLD OUT
886,ORBUBTTW02309,OD13D5469,AP/201111/0041,ORISSA,SAKHIGOPAL,TWO WHEELER,HERO MOTOR CORP,CD DELUXE,2015,20000,1,20000,20-03-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,23-12-2020,16:00:00,SOLD OUT
887,ORBUBTTW07475,OD02AX5031,AP/201111/0040,ORISSA,BOLAGARH,TWO WHEELER,TVS MOTORS,Jupiter,2018,33000,1,33500,25-02-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,22-12-2020,12:21:00,SOLD OUT
888,ORBUBTTW07531,OD02AH3989,AP/201111/0039,ORISSA,KHANDAPARA,TWO WHEELER,TVS MOTORS,TVS XL SUPER,2018,23000,4,23000,04-08-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,26-11-2020,18:28:00,SOLD OUT
889,ORBUBTTW07612,OD33U1332,AP/201111/0038,ORISSA,NIAMPARA,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,42000,1,42500,21-03-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,22-12-2020,18:28:00,SOLD OUT
890,ORBUNGTW00253,OD02Y7567,AP/201111/0037,ORISSA,PURI,TWO WHEELER,TVS MOTORS,Jupiter,2015,13500,1,15500,02-03-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,04-12-2020,15:53:00,SOLD OUT
891,ORBUNGTW01210,OD12A3766,AP/201111/0036,ORISSA,DARINGBADI,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2016,15000,1,16000,04-03-2020,11-11-2020 00:00:00,12-11-2020,08:00:00,15-11-2020,20:12:00,SOLD OUT
892,PJPBLDTW03821,PB91A9287,AP/201227/0061,PUNJAB,LUDHIANA,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2018,30000,0,0,25-11-2020,27-12-2020 18:28:28,27-12-2020,18:00:00,20-01-2021,18:00:00,POSTED FOR SALE
893,PJPBLDTW08120,PB10HJ0113,AP/201227/0060,PUNJAB,LUDHIANA,TWO WHEELER,TVS MOTORS,JUPITER BASE,2019,41000,0,0,29-11-2020,27-12-2020 18:26:29,27-12-2020,19:00:00,20-01-2021,17:00:00,POSTED FOR SALE
894,PJPBLDTW07840,PB10HG0470,AP/201227/0059,PUNJAB,LUDHIANA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,43300,0,0,25-11-2020,27-12-2020 18:06:28,27-12-2020,18:00:00,20-01-2021,17:00:00,POSTED FOR SALE
895,PJPBLDTW05576,PB91D5193,AP/201227/0058,PUNJAB,LUDHIANA,TWO WHEELER,TVS MOTORS,TVS Jupiter,2018,48000,0,0,25-11-2020,27-12-2020 17:59:42,27-12-2020,17:00:00,20-01-2021,17:00:00,POSTED FOR SALE
896,PJPBLDTW07711,PB91H1598,AP/201227/0057,PUNJAB,LUDHIANA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,35000,0,0,25-11-2020,27-12-2020 17:53:09,27-12-2020,18:00:00,20-01-2021,17:00:00,POSTED FOR SALE
897,PJNRSLTW01548,HR99TD0037,AP/201227/0056,PUNJAB,SHIMLA,TWO WHEELER,YAMAHA,FASCINO,2020,48000,0,0,21-11-2020,27-12-2020 17:47:45,27-12-2020,17:00:00,20-01-2021,17:00:00,POSTED FOR SALE
898,PJPBJRTW00253,PB29AC9978,AP/201227/0055,PUNJAB,MOGA,TWO WHEELER,PIAGGIO PVT LTD,APRILIA SR 150,2019,48000,0,0,12-01-2020,27-12-2020 17:40:43,27-12-2020,18:00:00,20-01-2021,17:00:00,POSTED FOR SALE
899,PJPBJRTW00092,PB29AB2811,AP/201227/0054,PUNJAB,MOGA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,32000,1,32000,27-10-2020,27-12-2020 17:32:14,27-12-2020,17:00:00,16-01-2021,17:00:00,POSTED FOR SALE
900,PJPBLDTW06402,PB91F8901,AP/201227/0052,PUNJAB,LUDHIANA,TWO WHEELER,TVS MOTORS,TVS RADEON,2019,32000,1,33500,12-02-2020,27-12-2020 12:19:59,27-12-2020,09:00:00,13-01-2021,17:00:00,POSTED FOR SALE
901,PJPBMKTW00449,PB30Y0685,AP/201227/0051,PUNJAB,MUKTSAR,TWO WHEELER,TVS MOTORS,TVS STAR SPORTS,2019,26400,0,0,30-11-2020,27-12-2020 12:14:08,27-12-2020,09:00:00,20-01-2021,17:00:00,POSTED FOR SALE
902,PJNRBDTW00364,HP14C4586,AP/201227/0050,PUNJAB,CHANDIGARH,TWO WHEELER,TVS MOTORS,TVS APACHE RTR 160 4V FI ABS,2019,63000,0,0,28-11-2020,27-12-2020 12:04:17,27-12-2020,09:00:00,20-01-2021,17:00:00,POSTED FOR SALE
903,PJNRBDTW00620,HP12L9385,AP/201227/0049,PUNJAB,CHANDIGARH,TWO WHEELER,TVS MOTORS,TVS Jupiter,2020,45000,0,0,28-11-2020,27-12-2020 11:57:05,27-12-2020,09:00:00,20-01-2021,17:00:00,POSTED FOR SALE
904,PJPBLDTW08567,PB55D7970,AP/201227/0048,PUNJAB,LUDHIANA,TWO WHEELER,TVS MOTORS,TVS RADEON,2019,33000,0,0,25-11-2020,27-12-2020 11:49:41,27-12-2020,09:00:00,20-01-2021,17:00:00,POSTED FOR SALE
905,PJPBLDTW08861,PB10HJ7781,AP/201227/0047,PUNJAB,LUDHIANA,TWO WHEELER,TVS MOTORS,JUPITER BASE,2019,43000,1,43500,25-11-2020,27-12-2020 11:30:58,27-12-2020,09:00:00,09-01-2021,17:00:00,POSTED FOR SALE
